entity e1,entity e2,ddi,pair type
azole antifungal,ketoconazole,false,
azole antifungal,astemizole,false,
azole antifungal,desmethylastermizole,false,
ketoconazole,astemizole,true,mechanism
ketoconazole,desmethylastermizole,false,
astemizole,desmethylastermizole,false,
itraconazole,astemizole,true,mechanism
itraconazole,astemizole,false,
itraconazole,itraconazole,false,
astemizole,itraconazole,true,advise
itraconazole,cisapride,true,mechanism
Itraconazole,cisapride,true,advise
Itraconazole,midazolam,true,mechanism
Itraconazole,triazolam,true,mechanism
Itraconazole,cyclosporine,true,mechanism
Itraconazole,tacrolimus,true,mechanism
Itraconazole,digoxin,true,mechanism
tacrolimus,digoxin,false,
Cyclosporine,tacrolimus,false,
Cyclosporine,digoxin,false,
Cyclosporine,Itraconazole,true,advise
tacrolimus,Itraconazole,true,advise
digoxin,Itraconazole,true,advise
HMG-CoA reductase inhibitors,immunosuppressive drugs,true,effect
HMG-CoA reductase inhibitors,cyclosporine,true,effect
immunosuppressive drugs,cyclosporine,false,
Itraconazole,phenytoin,true,mechanism
Itraconazole,rifampin,true,mechanism
Itraconazole,itraconazole,false,
phenytoin,itraconazole,false,
rifampin,itraconazole,false,
itraconazole,Itraconazole,false,
Itraconazole,phenytoin,false,
phenytoin,Itraconazole,true,advise
Itraconazole,coumarin,true,effect
Itraconazole,coumarin,true,advise
azole antifungal agents,isoniazid,true,mechanism
Itraconazole,Itraconazole,false,
Itraconazole,isoniazid,false,
Itraconazole,isoniazid,true,advise
azole antifungal agents,hypoglycemic agents,true,effect
Itraconazole,hypoglycemic agents,true,advise
Itraconazole,quinidine,true,effect
Itraconazole,dihydropyridine calcium channel blockers,true,effect
zidovudine,Itraconazole,false,
Cytochalasin D,carbachol,true,effect
Antibiotics,clarithromycin,false,
Antibiotics,troleandomycin,false,
Antibiotics,cisapride,false,
clarithromycin,cisapride,true,mechanism
clarithromycin,cisapride,false,
erythromycin,cisapride,true,mechanism
troleandomycin,cisapride,true,mechanism
troleandomycin,cisapride,false,
Anticholinergics,anticholinergic compounds,false,
Anticholinergics,belladonna alkaloids,false,
Anticholinergics,dicyclomine,false,
Anticholinergics,cisapride,false,
anticholinergic compounds,belladonna alkaloids,false,
anticholinergic compounds,dicyclomine,false,
anticholinergic compounds,cisapride,true,effect
belladonna alkaloids,dicyclomine,false,
belladonna alkaloids,cisapride,true,effect
dicyclomine,cisapride,true,effect
cisapride,anticoagulant,true,advise
Antidepressants,nefazodone,false,
Antidepressants,cisapride,false,
nefazodone,cisapride,true,mechanism
nefazodone,cisapride,false,
Antifungals,fluconazole,false,
Antifungals,itraconazole,false,
Antifungals,ketoconazole,false,
Antifungals,cisapride,false,
fluconazole,itraconazole,false,
fluconazole,cisapride,true,mechanism
fluconazole,cisapride,false,
itraconazole,cisapride,false,
cisapride,ketoconazole,true,effect
H2 Receptor Antagonists,Cimetidine,false,
H2 Receptor Antagonists,cisapride,false,
H2 Receptor Antagonists,ranitidine,false,
Cimetidine,cisapride,true,mechanism
Cimetidine,cisapride,false,
cisapride,ranitidine,false,
cimetidine,cisapride,true,mechanism
ranitidine,cisapride,true,mechanism
Protease Inhibitors,indinavir,false,
Protease Inhibitors,ritonavir,false,
Protease Inhibitors,cisapride,false,
indinavir,cisapride,true,mechanism
indinavir,cisapride,false,
ritonavir,cisapride,true,mechanism
ritonavir,cisapride,false,
Cisapride,antiarrhythmics,true,advise
Cisapride,quinidine,true,advise
Cisapride,procainamide,true,advise
Cisapride,sotalol,true,advise
antiarrhythmics,procainamide,false,
antiarrhythmics,sotalol,false,
quinidine,sotalol,false,
procainamide,sotalol,false,
tetracyclic antidepressants,maprotiline,false,
antipsychotic medications,sertindole,false,
astemizole,bepridil,false,
astemizole,sparfloxacin,false,
astemizole,terodiline,false,
bepridil,sparfloxacin,false,
bepridil,terodiline,false,
sparfloxacin,terodiline,false,
Chlorotrianisene,antidepressants,true,int
Chlorotrianisene,aspirin,true,int
Chlorotrianisene,barbiturates,true,int
Chlorotrianisene,bromocriptine,true,int
Chlorotrianisene,calcium,true,int
Chlorotrianisene,corticosteroids,true,int
Chlorotrianisene,corticotropin,true,int
Chlorotrianisene,cyclosporine,true,int
Chlorotrianisene,dantrolene,true,int
Chlorotrianisene,nicotine,true,int
Chlorotrianisene,somatropin,true,int
Chlorotrianisene,tamoxifen,true,int
Chlorotrianisene,warfarin,true,int
antidepressants,aspirin,false,
antidepressants,barbiturates,false,
antidepressants,bromocriptine,false,
antidepressants,calcium,false,
antidepressants,corticosteroids,false,
antidepressants,corticotropin,false,
antidepressants,cyclosporine,false,
antidepressants,dantrolene,false,
antidepressants,nicotine,false,
antidepressants,somatropin,false,
antidepressants,tamoxifen,false,
antidepressants,warfarin,false,
aspirin,barbiturates,false,
aspirin,bromocriptine,false,
aspirin,calcium,false,
aspirin,corticosteroids,false,
aspirin,corticotropin,false,
aspirin,cyclosporine,false,
aspirin,dantrolene,false,
aspirin,nicotine,false,
aspirin,somatropin,false,
aspirin,tamoxifen,false,
barbiturates,bromocriptine,false,
barbiturates,calcium,false,
barbiturates,corticotropin,false,
barbiturates,cyclosporine,false,
barbiturates,dantrolene,false,
barbiturates,nicotine,false,
barbiturates,somatropin,false,
barbiturates,tamoxifen,false,
barbiturates,warfarin,false,
bromocriptine,calcium,false,
bromocriptine,corticosteroids,false,
bromocriptine,corticotropin,false,
bromocriptine,cyclosporine,false,
bromocriptine,dantrolene,false,
bromocriptine,nicotine,false,
bromocriptine,somatropin,false,
bromocriptine,tamoxifen,false,
bromocriptine,warfarin,false,
calcium,corticosteroids,false,
calcium,corticotropin,false,
calcium,cyclosporine,false,
calcium,dantrolene,false,
calcium,nicotine,false,
calcium,somatropin,false,
calcium,tamoxifen,false,
calcium,warfarin,false,
corticosteroids,corticotropin,false,
corticosteroids,dantrolene,false,
corticosteroids,nicotine,false,
corticosteroids,tamoxifen,false,
corticotropin,cyclosporine,false,
corticotropin,dantrolene,false,
corticotropin,nicotine,false,
corticotropin,somatropin,false,
corticotropin,tamoxifen,false,
corticotropin,warfarin,false,
cyclosporine,dantrolene,false,
cyclosporine,nicotine,false,
cyclosporine,somatropin,false,
cyclosporine,tamoxifen,false,
cyclosporine,warfarin,false,
dantrolene,nicotine,false,
dantrolene,somatropin,false,
dantrolene,tamoxifen,false,
dantrolene,warfarin,false,
nicotine,somatropin,false,
nicotine,tamoxifen,false,
nicotine,warfarin,false,
somatropin,tamoxifen,false,
somatropin,warfarin,false,
tamoxifen,warfarin,false,
estradiol,progesterone,false,
estradiol,noradrenaline,false,
progesterone,noradrenaline,false,
estradiol,noradrenaline,true,effect
estradiol,estradiol,false,
noradrenaline,progesterone,false,
noradrenaline,estradiol,false,
progesterone,progesterone,false,
progesterone,estradiol,false,
anesthetics,antianxiety drugs,false,
anesthetics,opiate analgesics,false,
sedatives,antianxiety drugs,false,
sedatives,opiate analgesics,false,
antianxiety drugs,hypnotics,false,
antianxiety drugs,alcohol,false,
antianxiety drugs,opiate analgesics,false,
hypnotics,opiate analgesics,false,
alcohol,opiate analgesics,false,
Opioids,central nervous system depressants,false,
central nervous system depressants,heroin,true,effect
heroin,central nervous system depressants,true,effect
heroin,alcohol,true,effect
heroin,benzodiazepines,true,effect
heroin,diazepam,true,effect
heroin,Valium,true,effect
heroin,methadone,true,effect
central nervous system depressants,diazepam,false,
central nervous system depressants,Valium,false,
central nervous system depressants,methadone,false,
alcohol,benzodiazepines,false,
alcohol,Valium,false,
alcohol,methadone,false,
benzodiazepines,Valium,false,
benzodiazepines,methadone,false,
diazepam,Valium,false,
Valium,methadone,false,
benzodiazepines,heroin,false,
Cocaine,heroin,true,effect
"1-methyl-4-phenyl-1,2,5,6-tetrahydropyridine",MPTP,false,
"1-methyl-4-phenyl-1,2,5,6-tetrahydropyridine",methamphetamine,false,
MPTP,methamphetamine,false,
MPTP,pargyline,true,effect
MPTP,amphetamine,true,effect
MPTP,apomorphine,true,effect
amphetamine,apomorphine,false,
Methamphetamine,MPTP,false,
Methamphetamine,pargyline,true,effect
MPTP,pargyline,false,
PAH,sulfonamides,true,effect
PAH,procaine,true,effect
PAH,thiazolesulfone,true,effect
sulfonamides,procaine,false,
sulfonamides,thiazolesulfone,false,
procaine,thiazolesulfone,false,
Probenecid,PAH,true,mechanism
probenecid,PAH,true,effect
antidiabetic agents,VELCADE,true,advise
antidiabetic agents,antidiabetic medication,false,
VELCADE,antidiabetic medication,false,
beta blocker,propranolol,false,
halofantrine,Mefloquine,true,advise
Mefloquine,quinine,true,effect
Mefloquine,quinidine,true,effect
Mefloquine,chloroquine,true,effect
quinine,chloroquine,false,
quinidine,chloroquine,false,
Mefloquine,anti-arrhythmic,true,effect
Mefloquine,beta-adrenergic blocking agents,true,effect
Mefloquine,calcium channel blockers,true,effect
Mefloquine,antihistamines,true,effect
Mefloquine,H1-blocking agents,true,effect
Mefloquine,tricyclic antidepressants,true,effect
Mefloquine,phenothiazines,true,effect
anti-arrhythmic,beta-adrenergic blocking agents,false,
anti-arrhythmic,calcium channel blockers,false,
anti-arrhythmic,antihistamines,false,
anti-arrhythmic,H1-blocking agents,false,
anti-arrhythmic,tricyclic antidepressants,false,
anti-arrhythmic,phenothiazines,false,
beta-adrenergic blocking agents,calcium channel blockers,false,
beta-adrenergic blocking agents,antihistamines,false,
beta-adrenergic blocking agents,H1-blocking agents,false,
beta-adrenergic blocking agents,tricyclic antidepressants,false,
calcium channel blockers,antihistamines,false,
calcium channel blockers,H1-blocking agents,false,
calcium channel blockers,tricyclic antidepressants,false,
calcium channel blockers,phenothiazines,false,
antihistamines,H1-blocking agents,false,
H1-blocking agents,tricyclic antidepressants,false,
H1-blocking agents,phenothiazines,false,
anticonvulsant,valproic acid,false,
anticonvulsant,Mefloquine,true,effect
anticonvulsant,anticonvulsant,false,
valproic acid,carbamazepine,false,
valproic acid,phenytoin,false,
valproic acid,Mefloquine,true,effect
valproic acid,anticonvulsant,false,
carbamazepine,Mefloquine,true,effect
phenobarbital,Mefloquine,true,effect
phenobarbital,anticonvulsant,false,
phenytoin,Mefloquine,true,effect
Mefloquine,anticonvulsant,false,
Mefloquine,live typhoid vaccines,true,effect
Mefloquine,anticoagulants,true,advise
sulfadoxine,pyrimethamine,false,
DOXIL,doxorubicin HCl,false,
Resveratrol,noradrenaline,false,
Resveratrol,KCl,false,
noradrenaline,KCl,false,
L-NAME,reseveratrol,false,
Indomethacin,resveratrol,false,
noradrenaline,resveratrol,false,
resveratrol,resveratrol,false,
thiabendazole,melarsoprol,true,effect
anti-helminthic,melarsoprol,false,
caffeine,cimetidine,true,advise
caffeine,ketoconazole,true,advise
caffeine,phenobarbital,false,
caffeine,phenytoin,false,
caffeine,cimetidine,false,
caffeine,ketoconazole,false,
cimetidine,caffeine,false,
cimetidine,phenobarbital,false,
ketoconazole,caffeine,false,
ketoconazole,phenobarbital,false,
caffeine,phenobarbital,true,advise
caffeine,phenytoin,true,advise
Caffeine,ketoprofen,true,effect
Auranofin,gold medication,true,advise
Auranofin,Solganal,true,advise
Auranofin,Myochrysine,true,advise
gold medication,Solganal,false,
gold medication,Myochrysine,false,
Solganal,Myochrysine,false,
Auranofin,penicillamine,true,advise
Auranofin,Depen,true,advise
Auranofin,Cuprimine,true,advise
penicillamine,Depen,false,
penicillamine,Cuprimine,false,
Depen,Cuprimine,false,
nevirapine,antithrombotic agent,false,
nevirapine,warfarin,true,int
antithrombotic agent,warfarin,false,
warfarin,nevirapine,true,advise
Clarithromycin,nevirapine,true,mechanism
Ethinyl estradiol,Norethindrone,false,
contraceptives,nevirapine,true,advise
Nevirapine,ketoconazole,true,advise
Nevirapine,ketoconazole,false,
Lopinavir,Ritonavir,false,
lopinavir,nevirapine,true,advise
ritonavir,nevirapine,true,advise
Methadone,opiate,false,
Methadone,Methadone,false,
Methadone,nevirapine,false,
opiate,Methadone,false,
opiate,nevirapine,false,
opiate,methadone,false,
Methadone,nevirapine,true,advise
nevirapine,methadone,false,
nelfinavir,nevirapine,false,
Nevirapine,rifampin,true,advise
Nevirapine,nevirapine,false,
rifampin,nevirapine,false,
nevirapine,rifabutin,false,
nevirapine,methadone,true,effect
Amiodarone,disopyramide,false,
Amiodarone,lidocaine,false,
disopyramide,lidocaine,false,
Carbamazepine,clonazepam,false,
Carbamazepine,ethosuximide,false,
Diltiazem,nifedipine,false,
Diltiazem,verapamil,false,
Cyclosporin,tacrolimus,false,
Cyclosporin,sirolimus,false,
ketamine,Innovar,false,
ketamine,digitalis,false,
Innovar,digitalis,false,
digitalis,ketamine,false,
digitalis,Innovar Vet,false,
digitalis,pentobarbital,false,
digitalis,ouabain,false,
digitalis,Innovar,false,
ketamine,Innovar Vet,false,
ketamine,pentobarbital,false,
ketamine,ouabain,true,effect
ketamine,ouabain,false,
Innovar Vet,pentobarbital,false,
Innovar Vet,ouabain,true,effect
Innovar Vet,ouabain,false,
Innovar Vet,ketamine,false,
Innovar Vet,Innovar,false,
pentobarbital,ouabain,true,effect
pentobarbital,ouabain,false,
pentobarbital,ketamine,false,
pentobarbital,Innovar,false,
pentobarbital,pentobarbital,false,
ouabain,ketamine,false,
ouabain,Innovar,false,
ouabain,pentobarbital,false,
Innovar,pentobarbital,false,
ouabain,Innovar,true,effect
ouabain,ketamine,true,effect
ouabain,droperidol,true,effect
ouabain,fentayl,false,
Innovar,ketamine,false,
Innovar,droperidol,false,
Innovar,fentayl,false,
ketamine,droperidol,false,
ketamine,fentayl,false,
droperidol,fentayl,false,
droperidol,pentobarbital,false,
fentayl,pentobarbital,false,
Lapatinib,Lapatinib,false,
Lapatinib,lapatinib,false,
Ketoconazole,lapatinib,false,
ketoconazole,lapatinib,true,mechanism
Carbamazepine,lapatinib,false,
carbamazepine,lapatinib,true,mechanism
TYKERB,lapatinib,false,
lapatinib,capecitabine,false,
capecitabine,capecitabine,false,
magnesium,magnesium,false,
magnesium,magnesium salt,false,
magnesium,magnesium sparing diuretics,false,
magnesium,vitamin B6,false,
magnesium,vitamin D,false,
magnesium,selenium,false,
magnesium sparing diuretics,vitamin B6,false,
magnesium sparing diuretics,vitamin D,false,
magnesium sparing diuretics,selenium,false,
vitamin B6,vitamin D,false,
vitamin B6,selenium,false,
vitamin D,selenium,false,
magnesium,cardioplegic solutions,false,
MAO inhibitors,hydralazine,true,advise
antihypertensive drugs,diazoxide,true,effect
antihypertensive drugs,hydralazine,true,effect
diazoxide,hydralazine,false,
diazoxide,hydralazine,true,effect
Beta-blockers,metoprolol,false,
Beta-blockers,propranolol,false,
metoprolol,propranolol,false,
Propranolol,hydralazine,true,mechanism
Acebutolol,atenolol,false,
Acebutolol,nadolol,false,
atenolol,nadolol,false,
NSAIDs,hydralazine,true,effect
Coumarin-Type Anticoagulants,ibuprofen,false,
Coumarin-Type Anticoagulants,coumarin-type anticoagulants,false,
ibuprofen,coumarin-type anticoagulants,false,
ibuprofen,nonsteroidal anti-inflammatory agents,false,
ibuprofen,coumarin-type anticoagulants,true,effect
ibuprofen,ibuprofen,false,
ibuprofen,anticoagulants,false,
nonsteroidal anti-inflammatory agents,coumarin-type anticoagulants,true,effect
nonsteroidal anti-inflammatory agents,ibuprofen,false,
nonsteroidal anti-inflammatory agents,anticoagulants,false,
coumarin-type anticoagulants,ibuprofen,false,
coumarin-type anticoagulants,anticoagulants,false,
ibuprofen,anticoagulants,true,advise
Aspirin,nonsteroidal anti-inflammatory agents,false,
Aspirin,ibuprofen,false,
aspirin,nonsteroidal anti-inflammatory agents,true,effect
aspirin,ibuprofen,true,effect
Methotrexate,Ibuprofen,false,
Methotrexate,nonsteroidal anti-inflammatory drugs,false,
Ibuprofen,nonsteroidal anti-inflammatory drugs,false,
Ibuprofen,methotrexate,true,mechanism
nonsteroidal anti-inflammatory drugs,methotrexate,true,mechanism
ibuprofen,methotrexate,true,effect
ibuprofen,methotrexate,true,advise
ranitidine,ibuprofen,false,
Furosemide,ibuprofen,false,
ibuprofen,furosemide,true,effect
ibuprofen,thiazides,true,effect
ibuprofen,diuretic,false,
Lithium,Ibuprofen,false,
Ibuprofen,lithium,true,mechanism
Ibuprofen,lithium,false,
ibuprofen,lithium,true,advise
ibuprofen,lithium,false,
Carbamazepine,SUPRAX,false,
carbamazepine,SUPRAX,true,mechanism
Warfarin,Anticoagulants,false,
Warfarin,cefixime,true,effect
Anticoagulants,cefixime,true,effect
nitroprusside,nitroferricyanide,false,
Beta-Blockers,adrenergic beta-receptor blockers,false,
Beta-Blockers,nicardipine HCl,false,
adrenergic beta-receptor blockers,nicardipine HCl,false,
Cimetidine,nicardipine HCl,false,
Cimetidine,nicardipine HCl,true,mechanism
Digoxin,calcium blockers,false,
Digoxin,digitalis preparations,false,
calcium blockers,digitalis preparations,true,mechanism
Nicardipine HCl,digoxin,false,
Nicardipine HCl,nicardipine HCl,false,
digoxin,nicardipine HCl,false,
digoxin,nicardipine HCl,true,advise
Maalox,Maalox TC,false,
Maalox,nicardipine HCl,false,
Maalox TC,nicardipine HCl,false,
Cyclosporine,nicardipine,false,
nicardipine,cyclosporine,false,
cyclosporine,nicardipine,true,advise
furosemide,dipyridamole,false,
furosemide,nicardipine HCl,false,
propranolol,dipyridamole,false,
propranolol,quinidine,false,
propranolol,nicardipine HCl,false,
dipyridamole,warfarin,false,
dipyridamole,quinidine,false,
dipyridamole,naproxen,false,
dipyridamole,nicardipine HCl,false,
warfarin,quinidine,false,
warfarin,nicardipine HCl,false,
quinidine,naproxen,false,
quinidine,nicardipine HCl,false,
naproxen,nicardipine HCl,false,
esomeprazole,phenytoin,false,
esomeprazole,warfarin,false,
esomeprazole,quinidine,false,
esomeprazole,clarithromycin,false,
esomeprazole,amoxicillin,false,
phenytoin,amoxicillin,false,
warfarin,amoxicillin,false,
quinidine,clarithromycin,false,
quinidine,amoxicillin,false,
clarithromycin,amoxicillin,false,
warfarin,esomeprazole,false,
proton pump inhibitors,warfarin,true,effect
Esomeprazole,esomeprazole,false,
esomeprazole,diazepam,true,mechanism
esomeprazole,diazepam,false,
esomeprazole,ketoconazole,true,mechanism
esomeprazole,iron,true,mechanism
esomeprazole,digoxin,true,mechanism
contraceptives,diazepam,false,
contraceptives,esomeprazole,false,
diazepam,phenytoin,false,
diazepam,quinidine,false,
diazepam,esomeprazole,false,
phenytoin,esomeprazole,false,
quinidine,esomeprazole,false,
clarithromycin,pimozide,true,advise
Aspirin,diclofenac,false,
diclofenac,aspirin,true,advise
diclofenac,diclofenac,false,
diclofenac,aspirin,false,
aspirin,diclofenac,false,
diclofenac,aspirin,true,mechanism
Anticoagulants,diclofenac,false,
Anticoagulants,anticoagulants of the warfarin type,false,
diclofenac,anticoagulants of the warfarin type,false,
diclofenac,NSAIDs,true,advise
anticoagulants of the warfarin type,NSAIDs,false,
NSAIDs,warfarin,false,
NSAIDs,anticoagulant,false,
NSAIDs,warfarin,true,advise
diclofenac,warfarin,true,advise
diclofenac,anticoagulant,false,
Digoxin,Methotrexate,false,
Digoxin,Cyclosporine,false,
Digoxin,Diclofenac,false,
Digoxin,NSAIDs,false,
Methotrexate,Cyclosporine,false,
Methotrexate,Diclofenac,false,
Cyclosporine,Diclofenac,false,
Cyclosporine,NSAIDs,false,
Diclofenac,NSAIDs,false,
diclofenac,digoxin,true,mechanism
diclofenac,methotrexate,true,mechanism
diclofenac,cyclosporine,true,effect
digoxin,cyclosporine,false,
methotrexate,cyclosporine,false,
diclofenac,NSAID,false,
diclofenac,digoxin,true,effect
diclofenac,methotrexate,true,effect
diclofenac,digoxin,false,
diclofenac,methotrexate,false,
diclofenac,cyclosporine,false,
NSAID,digoxin,true,effect
NSAID,methotrexate,true,effect
NSAID,cyclosporine,true,effect
Lithium,Diclofenac,false,
Diclofenac,lithium,true,mechanism
diclofenac,lithium,true,effect
diclofenac,lithium,false,
Hypoglycemics,Diclofenac,false,
Diclofenac,hypoglycemic agents,false,
insulin,diclofenac,true,effect
hypoglycemic agents,diclofenac,true,effect
diclofenac,insulin,true,effect
diclofenac,hypoglycemic agents,true,effect
Diuretics,Diclofenac,false,
Diuretics,NSAIDs,false,
Diclofenac,diuretics,true,effect
NSAIDs,diuretics,true,effect
azathioprine,D-penicillamine,false,
azathioprine,prednisolone,false,
azathioprine,doxycycline,false,
azathioprine,digitoxin,false,
azathioprine,diclofenac,false,
gold,chloroquine,false,
gold,D-penicillamine,false,
gold,prednisolone,false,
gold,doxycycline,false,
gold,digitoxin,false,
gold,diclofenac,false,
chloroquine,D-penicillamine,false,
chloroquine,prednisolone,false,
chloroquine,doxycycline,false,
chloroquine,digitoxin,false,
chloroquine,diclofenac,false,
D-penicillamine,prednisolone,false,
D-penicillamine,doxycycline,false,
D-penicillamine,digitoxin,false,
D-penicillamine,diclofenac,false,
prednisolone,doxycycline,false,
prednisolone,digitoxin,false,
prednisolone,diclofenac,false,
doxycycline,digitoxin,false,
doxycycline,diclofenac,false,
digitoxin,diclofenac,false,
Phenobarbital,diclofenac,false,
phenobarbital,diclofenac,true,effect
diclofenac,salicylic acid,true,mechanism
diclofenac,tolbutamide,true,mechanism
diclofenac,prednisolone,true,mechanism
diclofenac,warfarin,true,mechanism
salicylic acid,tolbutamide,false,
salicylic acid,prednisolone,false,
salicylic acid,warfarin,false,
tolbutamide,prednisolone,false,
prednisolone,warfarin,false,
Benzylpenicillin,ampicillin,false,
Benzylpenicillin,oxacillin,false,
Benzylpenicillin,chlortetracycline,false,
Benzylpenicillin,doxycycline,false,
Benzylpenicillin,cephalothin,false,
Benzylpenicillin,erythromycin,false,
Benzylpenicillin,sulfamethoxazole,false,
Benzylpenicillin,diclofenac,false,
ampicillin,oxacillin,false,
ampicillin,chlortetracycline,false,
ampicillin,doxycycline,false,
ampicillin,cephalothin,false,
ampicillin,erythromycin,false,
ampicillin,sulfamethoxazole,false,
ampicillin,diclofenac,false,
oxacillin,chlortetracycline,false,
oxacillin,doxycycline,false,
oxacillin,cephalothin,false,
oxacillin,erythromycin,false,
oxacillin,sulfamethoxazole,false,
oxacillin,diclofenac,false,
chlortetracycline,doxycycline,false,
chlortetracycline,cephalothin,false,
chlortetracycline,erythromycin,false,
chlortetracycline,sulfamethoxazole,false,
chlortetracycline,diclofenac,false,
doxycycline,cephalothin,false,
doxycycline,sulfamethoxazole,false,
cephalothin,erythromycin,false,
cephalothin,sulfamethoxazole,false,
cephalothin,diclofenac,false,
erythromycin,diclofenac,false,
sulfamethoxazole,diclofenac,false,
aminoglycosides,MAXIPIME,true,advise
aminoglycosides,aminoglycoside antibiotics,false,
MAXIPIME,aminoglycoside antibiotics,false,
cephalosporins,diuretics,true,effect
cephalosporins,furosemide,true,effect
Potassium-depleting diuretics,digitalis,true,effect
Quinidine,verapamil,false,
Quinidine,propafenone,false,
Quinidine,indomethacin,false,
Quinidine,itraconazole,false,
Quinidine,alprazolam,false,
Quinidine,spironolactone,false,
Quinidine,digoxin,true,mechanism
Quinidine,digitalis,false,
verapamil,amiodarone,false,
verapamil,propafenone,false,
verapamil,indomethacin,false,
verapamil,itraconazole,false,
verapamil,alprazolam,false,
verapamil,spironolactone,false,
verapamil,digoxin,true,mechanism
verapamil,digitalis,false,
amiodarone,propafenone,false,
amiodarone,itraconazole,false,
amiodarone,spironolactone,false,
amiodarone,digitalis,false,
propafenone,indomethacin,false,
propafenone,itraconazole,false,
propafenone,alprazolam,false,
propafenone,spironolactone,false,
propafenone,digoxin,true,mechanism
propafenone,digitalis,false,
indomethacin,itraconazole,false,
indomethacin,alprazolam,false,
indomethacin,digoxin,true,mechanism
indomethacin,digitalis,false,
itraconazole,alprazolam,false,
itraconazole,spironolactone,false,
itraconazole,digoxin,true,mechanism
itraconazole,digitalis,false,
alprazolam,spironolactone,false,
alprazolam,digoxin,true,mechanism
alprazolam,digitalis,false,
spironolactone,digoxin,true,mechanism
spironolactone,digitalis,false,
digoxin,digitalis,false,
Erythromycin,clarithromycin,false,
Erythromycin,macrolide antibiotics,false,
Erythromycin,tetracycline,false,
Erythromycin,digoxin,true,mechanism
Erythromycin,digoxin,false,
Erythromycin,digitalis,false,
clarithromycin,macrolide antibiotics,false,
clarithromycin,tetracycline,false,
clarithromycin,digoxin,true,mechanism
clarithromycin,digoxin,false,
clarithromycin,digitalis,false,
macrolide antibiotics,tetracycline,false,
macrolide antibiotics,digoxin,true,mechanism
macrolide antibiotics,digoxin,false,
macrolide antibiotics,digitalis,false,
tetracycline,digoxin,true,mechanism
tetracycline,digoxin,false,
Propantheline,diphenoxylate,false,
Propantheline,digoxin,true,mechanism
diphenoxylate,digoxin,true,mechanism
Antacids,sulfasalazine,false,
Antacids,neomycin,false,
Antacids,cholestyramine,false,
Antacids,metoclopramide,false,
Antacids,digoxin,true,mechanism
kaolin,sulfasalazine,false,
kaolin,neomycin,false,
kaolin,cholestyramine,false,
kaolin,metoclopramide,false,
kaolin,digoxin,true,mechanism
sulfasalazine,neomycin,false,
sulfasalazine,cholestyramine,false,
sulfasalazine,metoclopramide,false,
sulfasalazine,digoxin,true,mechanism
neomycin,cholestyramine,false,
neomycin,metoclopramide,false,
neomycin,digoxin,true,mechanism
cholestyramine,metoclopramide,false,
cholestyramine,digoxin,true,mechanism
metoclopramide,digoxin,true,mechanism
Rifampin,digoxin,true,mechanism
Rifampin,digoxin,false,
quinine,penicillamine,false,
quinine,digoxin,false,
penicillamine,digoxin,false,
Thyroid,digoxin,true,advise
digoxin,sympathomimetics,true,effect
beta-adrenergic blockers,calcium channel blockers,false,
beta-adrenergic blockers,digoxin,true,effect
calcium channel blockers,digoxin,true,effect
cetirizine,pseudoephedrine,false,
cetirizine,antipyrine,false,
cetirizine,ketoconazole,false,
cetirizine,erythromycin,false,
cetirizine,azithromycin,false,
pseudoephedrine,antipyrine,false,
pseudoephedrine,ketoconazole,false,
pseudoephedrine,erythromycin,false,
pseudoephedrine,azithromycin,false,
antipyrine,ketoconazole,false,
antipyrine,erythromycin,false,
antipyrine,azithromycin,false,
ketoconazole,azithromycin,false,
theophylline,cetirizine,true,mechanism
theophylline,cetirizine,false,
cetirizine,cetirizine,false,
theophylline,azithromycin,false,
theophylline,pseudoephedrine,false,
theophylline,ketoconazole,false,
azithromycin,pseudoephedrine,false,
azithromycin,ketoconazole,false,
azithromycin,erythromycin,false,
cetirizine,theophylline,true,mechanism
dapsone,Lamprene,true,effect
dapsone,clofazimine,true,advise
sodium carboxymethylcellulose,NaCMC,false,
sodium carboxymethylcellulose,carboxymethylcellulose-cysteine,false,
sodium carboxymethylcellulose,CMC-Cys,false,
sodium carboxymethylcellulose,sodium fluorescein,false,
sodium carboxymethylcellulose,NaFlu,false,
sodium carboxymethylcellulose,bacitracin,false,
sodium carboxymethylcellulose,insulin,false,
NaCMC,carboxymethylcellulose-cysteine,false,
NaCMC,CMC-Cys,false,
NaCMC,sodium fluorescein,false,
NaCMC,NaFlu,false,
NaCMC,bacitracin,false,
NaCMC,insulin,false,
carboxymethylcellulose-cysteine,CMC-Cys,false,
carboxymethylcellulose-cysteine,sodium fluorescein,false,
carboxymethylcellulose-cysteine,NaFlu,false,
carboxymethylcellulose-cysteine,bacitracin,false,
carboxymethylcellulose-cysteine,insulin,false,
CMC-Cys,sodium fluorescein,false,
CMC-Cys,NaFlu,false,
CMC-Cys,bacitracin,false,
CMC-Cys,insulin,false,
sodium fluorescein,NaFlu,false,
sodium fluorescein,bacitracin,false,
sodium fluorescein,insulin,false,
NaFlu,bacitracin,false,
NaFlu,insulin,false,
bacitracin,insulin,false,
Cysteine,NaCMC,false,
NaCMC,NaCMC,false,
NaCMC,cysteine,false,
NaFlu,NaCMC,false,
NaFlu,cysteine,false,
CMC-Cys,cysteine,false,
cysteine,NaFlu,false,
cysteine,NaCMC,false,
bacitracin,NaCMC,false,
bacitracin,CMC-Cys,false,
insulin,NaCMC,false,
